Contract ID,Customer ID,Name,Age,Income,Occupation,Start Date,Term (Months),Monthly Payment,Total Amount,Asset Category,Vehicle Type,Payment Status,Missed Payments,Manufacture Year,Mileage (km),Chassis Number,Engine Number,End Date,Down Payment,Work Province,Brand,Model,NCB Score
8fc85fc0-83d5-4ceb-9edb-b8eec2baf0e0,776abf09-3de2-4859-91b1-943c1b2ededb,Jerry Thomas,50,57638,เจ้าของกิจการ,2023-05-01,24,6719,161256,รถยนต์,เก๋ง,Late,2,2017,122961,CHS8XEVJ1ZUYXV5,ENG2670412606,2025-04-20,42844.73,เชียงใหม่,Isuzu,D-Max,633
dd39d793-6257-44a2-b204-be894a4b5563,f6729464-3f8e-440a-ab0a-e0e39d896047,Caitlin Murphy,37,28787,เจ้าของกิจการ,2023-11-22,24,12780,306720,รถยนต์,รถตู้,On Time,0,2023,45379,CHSG7D1CZ8SFDYZ,ENG8941037138,2025-11-11,48745.13,นนทบุรี,Mazda,BT-50,597
c35bec2c-3098-47b2-900e-15c0b89bdf7f,83c501cb-fef7-49ea-bf8e-548328caaa1d,Shawn Jimenez,32,70461,ฟรีแลนซ์,2023-05-16,12,17544,210528,รถยนต์,รถตู้,On Time,0,2023,22297,CHSJP59YKHR1KGV,ENG1771915064,2024-05-10,21655.55,ปทุมธานี,Toyota,Vios,597
750d112e-8164-4eec-a4ab-851bf1fac6e7,95560a2d-3713-4466-bda0-6476f778c676,Anthony Simpson,43,73852,ฟรีแลนซ์,2024-03-19,24,14706,352944,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2018,3011,CHS5Y26KN73W8KL,ENG7614680175,2026-03-09,87379.72,ชลบุรี,Yamaha,MT-15,602
78786140-ac2a-4f71-a77d-95f1d7c4fe9c,d8e049de-0217-4a0e-8964-90ab4926ce5f,Cesar Baker,51,23281,ข้าราชการ,2023-09-01,36,13437,483732,รถยนต์,เก๋ง,Late,3,2018,125234,CHSDKHX6P7DN9AR,ENG3931205667,2026-08-16,129073.69,กรุงเทพมหานคร,Nissan,Almera,677
0b95017c-5dae-4201-a73b-a8bdc38c1dec,8fd33afc-91fd-4a4f-8d18-ab95668c8477,Juan Jones,51,55539,เจ้าของกิจการ,2023-10-24,36,18527,666972,รถยนต์,กระบะ,Late,1,2022,49014,CHS2FZZ278XWWC5,ENG6863557208,2026-10-08,165472.57,นครราชสีมา,Nissan,Urvan,570
479bc637-8cc3-4f3b-83af-fcfe734a6ca3,ae2e9af9-9f8c-429f-bd35-0c5fd3479a3b,Betty Davis,20,30953,ฟรีแลนซ์,2023-09-03,24,6353,152472,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2016,12738,CHSUPLZM0T9MX43,ENG9414559991,2025-08-23,19603.33,ปทุมธานี,Honda,PCX 160,681
8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,24eeb4a6-c145-45c7-9d98-6115f05eeefe,Jordan Porter,31,87475,ฟรีแลนซ์,2023-04-29,36,9043,325548,รถยนต์,รถตู้,On Time,0,2023,99333,CHS3J8KP6L8GWU3,ENG8536797002,2026-04-13,81610.19,สงขลา,Mazda,BT-50,763
554227de-b6ad-448b-a314-d0c809f64405,74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4,Steven Taylor,52,17813,ฟรีแลนซ์,2024-04-07,36,16857,606852,รถยนต์,กระบะ,On Time,0,2020,183570,CHSD90SM8RJE02W,ENG0075654705,2027-03-23,154009.67,เชียงใหม่,Nissan,Navara,676
6498abe9-2999-4bef-918b-2f219cf20859,d7b4c294-bd44-489d-9dd2-f9defd98fe33,George Clayton,53,24288,ฟรีแลนซ์,2023-11-04,12,19848,238176,รถยนต์,รถตู้,Late,0,2023,16120,CHSWJUK44AWTVW6,ENG6235285368,2024-10-29,55187.31,อุบลราชธานี,Toyota,Commuter,620
4cbf131d-901b-4def-b56f-f8ce7d66971e,5e4cb287-0442-41db-90d4-ea6779928faa,Brian Butler,30,33411,เจ้าของกิจการ,2023-08-09,36,17261,621396,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2022,9767,CHS83SWDL5XVZTW,ENG6067800446,2026-07-24,157351.88,สุราษฎร์ธานี,Kawasaki,Ninja 400,546
df41e335-b9ae-48e4-a615-99c8cbf81f86,98cf1188-06d2-4913-a117-3719b023a0ea,Walter Patton,22,54413,ข้าราชการ,2024-02-07,12,8116,97392,รถยนต์,เก๋ง,On Time,0,2021,27852,CHS0RAXTVT8S3VV,ENG3771771957,2025-02-01,26216.4,ชลบุรี,Toyota,Hilux Revo,776
b8adad87-3a40-45dd-93df-d9079416e4dc,2ba6adb3-7afe-4114-9561-c8130d259caa,Michelle Hampton,25,73416,เกษตรกร,2023-09-06,36,9626,346536,รถยนต์,กระบะ,Late,2,2015,84239,CHS7TFAT706AVY9,ENG7117287082,2026-08-21,77180.78,ขอนแก่น,Toyota,Vios,556
3e00980e-ae44-4e21-9258-64f225d4a0fc,b35556a5-f2bd-42f2-9293-f70508150147,Albert Edwards,53,11980,ฟรีแลนซ์,2023-06-09,12,12984,155808,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2017,1929,CHSMDZHX3Z5Y83E,ENG0750434532,2024-06-03,18341.86,สมุทรปราการ,Honda,Wave 110i,717
690e7e62-3432-4ec6-b0c4-a01c69b7c0fa,eba742d2-9c89-4374-8664-95a780773e33,Ryan Luna,35,95530,ข้าราชการ,2024-01-11,24,4984,119616,รถยนต์,เก๋ง,Late,2,2016,96575,CHSRALGCK8P0XHP,ENG1572508243,2025-12-31,23627.22,นนทบุรี,Honda,Jazz,701
8f964685-3514-4890-84c8-6c4623595fa4,7a768555-a987-4218-bf84-faef5336723b,Emily Thompson,46,95553,ข้าราชการ,2024-03-31,36,18722,673992,รถยนต์,เก๋ง,Default,1,2019,100040,CHSRNC2MAAUP9AD,ENG1985974347,2027-03-16,77866.21,นครราชสีมา,Nissan,Almera,631
5ab28d4a-8bd8-4fcd-97a2-be4e887b03e5,b88e830f-de1e-494a-85a1-1f5cad05b912,Regina Baker,22,25251,พนักงานบริษัท,2023-10-17,24,14445,346680,รถยนต์,เก๋ง,On Time,0,2019,153510,CHSD94DYNWL9J09,ENG2035918990,2025-10-06,62925.4,นนทบุรี,Honda,Jazz,628
476cf68c-3f1b-40d0-b514-105831383975,f1053252-3990-42c9-8c6a-70f48edec44d,Elizabeth Roberts,39,44531,พนักงานบริษัท,2023-07-01,24,13208,316992,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2019,49515,CHSEKMFE7FWT52H,ENG4283502536,2025-06-20,57509.1,สงขลา,Yamaha,MT-15,503
5129950d-7d2f-4e58-b47a-1c5bb0b39015,ef06fccb-8f7c-4d59-994b-2a3a7ad465a1,Mikayla Roberts,21,64615,ฟรีแลนซ์,2023-11-20,12,14960,179520,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2018,6744,CHSLBURN7608FV2,ENG4547197204,2024-11-14,20322.02,นนทบุรี,Yamaha,MT-15,676
e5508ea2-6133-434d-8b0e-8eb1ad371d9e,585abefb-d181-4f77-a500-1423faebcd19,Regina Roberts,37,93309,ฟรีแลนซ์,2023-08-01,12,12920,155040,รถยนต์,กระบะ,Default,2,2019,178489,CHSDL6NG8M0RS3E,ENG2388906871,2024-07-26,26320.23,กรุงเทพมหานคร,Mazda,Mazda3,699
58ab4778-143b-45e3-b6d1-f6bbf48f709c,41a64fed-a7ed-48d8-b13f-8f8cec8be537,Cindy Clayton,41,79298,พนักงานบริษัท,2023-07-26,12,10731,128772,รถยนต์,กระบะ,On Time,0,2017,143141,CHS5YH18UFTNZKY,ENG5240970985,2024-07-20,15735.89,เชียงใหม่,Toyota,Commuter,562
4588fc1b-b238-4849-8fe0-69b6eedaa802,bdab07e7-9d9d-428e-9bf6-45f623245211,Dana Santiago,35,58787,พนักงานบริษัท,2023-11-04,24,13127,315048,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2015,43359,CHSWLPGUJWRF88M,ENG7390018054,2025-10-24,82431.38,ปทุมธานี,Kawasaki,Z300,637
0d700ea4-3b9b-4d45-a350-55e439c59df9,b7a4c719-548e-4f6b-a9ce-1e4e19a692c9,Michael Taylor,21,16368,พนักงานบริษัท,2023-11-11,12,16236,194832,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,Late,1,2019,20799,CHSSHL9298AH47N,ENG9223877320,2024-11-05,56411.19,ระยอง,Suzuki,Raider R150,653
682b163a-286e-4390-add9-7a1afa585b27,e0decc3d-e172-4c83-af5e-4376a723fb72,Matthew Avila,41,62326,เจ้าของกิจการ,2023-08-01,24,11014,264336,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2023,99746,CHSP2DHD6DWKNVS,ENG2751144592,2025-07-21,30256.77,ขอนแก่น,Yamaha,Finn,696
0f25477d-a559-40e7-8910-fade52380bf2,a6fd0cb1-16e6-45c0-84cb-294fe86e8e63,Kimberly Sharp,34,78577,เจ้าของกิจการ,2024-04-09,36,12619,454284,รถยนต์,รถตู้,On Time,0,2023,125906,CHSC0BRVYDRJK77,ENG3211686083,2027-03-25,132207.11,สงขลา,Mazda,Mazda3,650
2cd10b9f-ebe5-441f-a9c9-6c52098c60b3,2d007d05-d66d-4627-a1da-ce6a6afa828c,Amanda Huff,25,93976,พนักงานบริษัท,2024-02-12,36,14462,520632,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,Late,3,2018,71188,CHSE0BND5F4L0DJ,ENG0235629044,2027-01-27,106477.22,ปทุมธานี,Kawasaki,Ninja 400,519
bfbeac7a-efc5-4738-afb2-1e667ed17aab,4a1a81f5-ed10-4004-9f4e-713ef64e3dfc,Alexandra Bradley,27,36289,ข้าราชการ,2023-05-23,24,13299,319176,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,Late,2,2017,90859,CHS0M4F1C6ASCRU,ENG7248108918,2025-05-12,51040.43,สุราษฎร์ธานี,Suzuki,Burgman 125,607
48d90846-55c5-41fc-bba5-7cc8edaf3766,8b15bd94-a42d-4cd7-bd35-9f6a74503887,Stacy Anderson,30,56163,ข้าราชการ,2023-10-24,24,15577,373848,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2015,8597,CHS820HZBMSMRY6,ENG3665280094,2025-10-13,43131.75,ขอนแก่น,Kawasaki,Z300,667
cf0e6d2b-315c-467a-85d8-a6ad77d0359e,bb2aa146-2999-494c-94a7-b69b1cd66b09,David Lopez,33,25313,ข้าราชการ,2024-01-23,36,15787,568332,รถยนต์,เก๋ง,Late,1,2016,52093,CHS054NJ7PS5LR3,ENG1983041583,2027-01-07,113737.36,ระยอง,Isuzu,MU-X,717
915a1c30-4b86-45a1-8a6f-bff8564cfbd2,2ced3c0d-3173-44b5-81dd-484aaca58d95,Margaret Sullivan,38,30022,ข้าราชการ,2023-09-25,12,5927,71124,รถยนต์,รถตู้,On Time,0,2022,173298,CHSUY30ANYDP2NL,ENG0612128062,2024-09-19,18414.22,กรุงเทพมหานคร,Nissan,Urvan,600
669d01ff-1634-425b-93f3-007383e96ef4,fb4fb88a-2f4d-4219-986b-2880ab545a15,Franklin Wright,51,99899,เจ้าของกิจการ,2023-07-22,24,11057,265368,รถยนต์,กระบะ,On Time,0,2015,119650,CHS3SVK3ZSBECGB,ENG2450211856,2025-07-11,64064.42,ขอนแก่น,Isuzu,D-Max,825
c0f63229-725d-4259-bc4b-1eec6231ee73,4d4c5280-5462-42e7-b43b-a0524459bd6e,Laura Green,22,70315,เจ้าของกิจการ,2023-08-29,36,16322,587592,รถยนต์,เก๋ง,On Time,0,2022,162489,CHSVU3YLUPERY8T,ENG8797354953,2026-08-13,64661.68,สุราษฎร์ธานี,Mazda,BT-50,498
aaf407f7-0fe7-4149-bc7e-5368b1594847,28e333b6-4e8a-4c4b-b724-20411e43fbd2,Jonathan Jacobson,34,40027,พนักงานบริษัท,2024-01-10,24,18036,432864,รถยนต์,กระบะ,Late,3,2021,154765,CHSHFER8VU2W8FL,ENG1328709579,2025-12-30,49597.72,ระยอง,Honda,Civic,604
1e0ef546-b0b6-4edf-8f9c-4027c5144d98,4b87959f-f0cd-4f05-aa87-855ea38295d3,Daniel Bernard,56,88339,ข้าราชการ,2023-10-14,24,10675,256200,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2022,80674,CHSC0V66TBWP90Y,ENG9162890928,2025-10-03,46263.23,ปทุมธานี,Kawasaki,Z300,643
fd247c11-bf6b-4cdf-b479-7b6127372b52,b3b26337-6a74-4bb7-9fa5-e0aa9b11b530,Kaitlin Medina,51,75128,ข้าราชการ,2023-12-25,24,19476,467424,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2020,54161,CHS2PGSNMGT37NA,ENG7388158690,2025-12-14,74347.57,เชียงใหม่,Suzuki,Burgman 125,633
3f59e4f2-c309-4b6e-b7e9-d2e2d35ac07a,df85c777-9887-4bfe-8136-9c65ae2ae341,Kelly Rice,34,36017,ข้าราชการ,2023-08-30,24,16582,397968,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2023,3169,CHSKFHERAP88363,ENG7955198434,2025-08-19,58293.1,อุบลราชธานี,Suzuki,Raider R150,551
1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,e723ada3-8c32-4db2-942a-895e0fcf601f,Laura Hernandez,31,58364,เจ้าของกิจการ,2023-08-17,12,6958,83496,รถยนต์,รถตู้,Late,3,2017,158124,CHSHS67FPZH9367,ENG0225092179,2024-08-11,13042.15,นครศรีธรรมราช,Toyota,Hilux Revo,685
1dc1e7eb-711c-4673-8535-1a69dabf984e,95492a82-b787-4f8d-b495-311eae27d432,Steven Griffin Jr.,49,21561,ข้าราชการ,2023-06-02,24,10477,251448,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2018,72849,CHS50H9ZJP4VGVJ,ENG8305978893,2025-05-22,65551.63,ขอนแก่น,Honda,CBR500R,679
905c7bdd-74f0-4eae-aa59-43ce836435e3,ac3a812f-765e-4cb5-8f0d-55400ec7d662,Miranda Foster,57,14648,ข้าราชการ,2024-02-23,12,5646,67752,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2020,74851,CHSFE61YFUD2L14,ENG9313119796,2025-02-17,19366.61,สุราษฎร์ธานี,Yamaha,Aerox,653
940c3503-37c8-4152-beed-0af900c59f30,58330b30-6c77-4e95-8b98-1ccd12b2102d,Kimberly Brown,39,79350,พนักงานบริษัท,2024-03-24,36,16120,580320,รถยนต์,กระบะ,Late,0,2022,13036,CHSJAZ3SLT7HEEV,ENG1969725136,2027-03-09,105049.84,สงขลา,Toyota,Hilux Revo,676
78d9a88a-ef0b-4a4f-bc73-7d9211ab3d11,2e13418d-68ab-40ea-897e-c6d1081fc6dc,Pamela Good,20,31927,ข้าราชการ,2023-12-18,12,11062,132744,รถยนต์,รถตู้,On Time,0,2019,36778,CHSZALLRY66M552,ENG1799399069,2024-12-12,37330.56,นครศรีธรรมราช,Honda,City,616
fe2bd987-5fdc-4bbf-ab9c-d71cf6ba745b,de9f6f5b-72d3-4458-a1ea-2f30e42e707a,Jamie Miller,22,43397,เจ้าของกิจการ,2023-12-25,12,9897,118764,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2017,28734,CHS0EK97PPENXSL,ENG9259172918,2024-12-19,19512.82,นครราชสีมา,Kawasaki,Ninja 400,520
a74e02a9-220b-4ea9-8a0f-9508dfe2c0a0,2db0728d-1e5e-4e54-9907-7299dc3bbdd8,Jenna Anderson DVM,24,89530,ข้าราชการ,2024-03-01,12,14552,174624,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2020,24173,CHSMXEHMWU25ARJ,ENG0768422021,2025-02-24,34101.87,สมุทรปราการ,Kawasaki,Ninja 400,592
fa7e5d94-05d1-4b63-8194-f97f00e3a026,b8168aeb-ac6a-4c85-b687-6c624c61845e,Kim Morrow,56,61886,เกษตรกร,2023-07-17,12,14544,174528,รถยนต์,รถตู้,Late,3,2018,166475,CHS94NPYGG21EA8,ENG0379843514,2024-07-11,25342.48,ภูเก็ต,Toyota,Vios,662
4690fb15-27b6-48dc-989d-ecb075eb89c2,b99b2b5a-e00d-449d-affa-20023040413c,Amanda Keller,39,30337,เจ้าของกิจการ,2023-12-06,12,18846,226152,รถยนต์,กระบะ,On Time,0,2023,142416,CHS3YUJYZN81RFM,ENG8661082390,2024-11-30,51584.19,ชลบุรี,Nissan,Navara,663
e39836bb-e23d-4faa-afad-49e9c41c147e,1139fa12-34c1-43ea-bd9c-4e6404015ced,Andrew Harper,54,96213,เกษตรกร,2024-01-10,12,9178,110136,รถยนต์,เก๋ง,On Time,0,2017,23800,CHSX5KLG3BANVAN,ENG1375805640,2025-01-04,32577.81,นครศรีธรรมราช,Honda,City,653
bd9419aa-3ea6-45b2-8c76-0d28df495037,3bfda8a6-705f-4df5-a6fa-dca00b531932,Nicole Parsons,33,35611,เจ้าของกิจการ,2023-06-05,12,6289,75468,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2018,26372,CHS9YTJFAAZDGZM,ENG9181121677,2024-05-30,16655.68,ระยอง,Kawasaki,Z300,693
3bf2025f-4a0d-4b73-be54-ee4b80ff5173,937bf79b-bb44-4adc-aa98-fef8d0d75e37,Kyle Chambers,53,55272,เจ้าของกิจการ,2023-08-14,12,13400,160800,รถยนต์,รถตู้,On Time,0,2021,66516,CHSHD6BRLS6JXEP,ENG2220581342,2024-08-08,27587.3,กรุงเทพมหานคร,Mazda,Mazda2,603
24acb722-e052-4739-8d40-6f1b3ca5be29,389641dd-8570-459f-a903-ae67fc568b53,Donald Hawkins,42,89141,ข้าราชการ,2023-11-27,36,10527,378972,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2021,21538,CHS4ZL75JJ3ZXF3,ENG6610120833,2026-11-11,86998.13,ระยอง,Yamaha,Aerox,652
2cd58759-e95d-4761-bc36-dc59e134edfc,8e4c3ab5-6d5d-4477-adc2-9178a0411612,William David DDS,27,20225,เกษตรกร,2024-02-11,12,13206,158472,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2018,64918,CHSUGPG9UZ8JCXG,ENG4605183424,2025-02-05,19743.1,สมุทรปราการ,Kawasaki,Ninja 400,695
6a944054-b241-4482-9198-94d886433603,605fb1eb-4cc5-4e0d-a633-20186883ac6e,Joshua Allen,24,58320,เจ้าของกิจการ,2023-07-08,36,10089,363204,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2020,15973,CHSWV9TDXGU99KZ,ENG2207603595,2026-06-22,100873.31,อุบลราชธานี,Suzuki,Raider R150,643
24f43c62-b523-40de-9b87-d29c4cfd0fc1,0ec0713d-ea2c-4a51-b688-d11fce4758be,Tracy Grant,45,46487,พนักงานบริษัท,2023-06-03,36,14055,505980,รถยนต์,กระบะ,Default,0,2017,76155,CHSG4HBJHFA6PJ7,ENG5884584840,2026-05-18,101508.08,อุบลราชธานี,Toyota,Commuter,550
340de049-4147-4506-be2b-f9c9636f6e5c,ec170298-143d-45b3-a58e-83dd548c1d84,Jacob Nichols,38,89134,เกษตรกร,2024-02-28,12,14600,175200,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2020,60500,CHSS1RPTCMUZG1G,ENG9759866171,2025-02-22,33265.21,เชียงใหม่,Kawasaki,Z300,573
608e149e-44b9-4602-8d31-812e30c36756,0a1fc9df-9a59-4974-9adf-4709ac75c344,Chelsea Gill,25,15704,พนักงานบริษัท,2024-01-18,12,9208,110496,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,Late,0,2016,37575,CHSKVVEHFPDM5FY,ENG9981494968,2025-01-12,23996.74,นครราชสีมา,Yamaha,Aerox,716
7ab99428-378e-4510-8f10-d33eabe42e7d,553d2625-e833-4da5-9e95-d6953579c143,Terry Lewis,50,76024,ฟรีแลนซ์,2023-06-24,24,19740,473760,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,Default,2,2022,43261,CHSBNMVVVCAPSV1,ENG2990333248,2025-06-13,106575.52,สุราษฎร์ธานี,Honda,CBR500R,761
bf337a15-1e08-4f20-bdd1-51b0f64ab6ec,ea18d32c-7a9a-4ef5-811b-d1c4ffe3f366,Larry Harris,25,46321,เจ้าของกิจการ,2024-04-01,12,5000,60000,รถยนต์,รถตู้,Late,0,2016,115659,CHS2LXZRE3LVENW,ENG7654415799,2025-03-27,6861.31,นครศรีธรรมราช,Isuzu,D-Max,744
c68813fe-5255-4c75-8d55-119e3d44cb2c,889d4b76-775c-40b5-a173-0c4848769153,Elizabeth Ward,43,61924,พนักงานบริษัท,2024-03-19,24,8806,211344,รถยนต์,เก๋ง,On Time,0,2021,32716,CHS1T9C4HJT52VL,ENG5125343460,2026-03-09,49987.81,นครราชสีมา,Mazda,Mazda3,668
cd8563ca-193e-438d-b74c-0afa7f4d908c,c2fa1da8-7830-4631-b8f0-188efb37afae,Suzanne Wood,48,93360,พนักงานบริษัท,2023-09-19,12,18626,223512,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2023,4236,CHS7X4F880TWN5E,ENG2166083279,2024-09-13,33166.13,ขอนแก่น,Honda,Wave 110i,553
